"ID","pop","unemp","wealth","ym","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Winter 2010","Spring 2010","Summer 2010","Fall 2010","Winter 2011","Spring 2011","Summer 2011","Fall 2011","Winter 2012","Spring 2012","Summer 2012","Fall 2012","Winter 2013","Spring 2013","Summer 2013","Fall 2013","Winter 2014","Spring 2014","Summer 2014","Fall 2014","Winter 2015","Spring 2015","Summer 2015","Fall 2015","Total Winter","Total Spring","Total Summer","Total Fall","Total Crime"
480,2745,0.0807392996108949,4.42684583240286,152,1,1,2,2,2,3,2,3,3,3,9,1,2,5,3,1,4,2,5,1,1,2,2,2,5,0,0,0,2,3,1,4,4,3,3,6,2,2,2,2,1,0,0,0,1,2,1,0,0,0,1,0,0,1,1,1,0,0,3,5,1,0,1,3,2,10,4,0,1,0,1,4,2,6,8,15,8,8,8,5,7,2,8,10,10,5,0,4,0,1,3,3,6,6,14,2,33,28,41,39,141
481,923,0.0992462311557789,-0.425611238765899,136,0,2,5,3,5,1,1,1,2,0,2,3,0,0,1,1,3,0,1,1,3,0,2,0,1,0,2,0,1,0,1,0,0,1,0,1,2,0,0,0,1,1,0,3,0,0,1,0,0,0,2,1,1,0,0,0,4,0,0,1,0,0,0,1,0,1,2,0,0,1,0,3,2,13,3,4,3,5,2,5,1,3,1,1,3,1,4,1,0,4,0,4,1,1,3,1,10,27,13,16,66
482,1241,0.147787610619469,0.981314184235694,112,1,2,1,1,3,3,2,14,5,2,0,2,0,0,1,4,6,7,1,1,2,5,9,2,1,3,4,1,2,0,1,1,5,2,0,4,1,1,0,4,3,3,4,0,5,1,3,1,1,0,3,2,2,1,1,2,1,1,2,2,4,0,1,0,1,4,2,3,1,0,0,2,3,5,19,7,2,11,9,16,6,7,2,7,6,7,7,9,2,7,4,4,6,2,9,1,25,39,50,44,158
483,906,0.027363184079602,-0.262905577602449,43,2,1,4,2,4,2,1,8,2,2,3,3,0,1,3,1,2,4,5,6,2,3,4,2,3,3,0,2,0,0,3,3,1,2,4,1,2,2,1,1,1,2,0,2,1,2,0,1,0,0,2,2,4,0,2,1,1,1,0,2,2,1,1,3,0,1,3,4,0,2,4,2,3,10,11,7,4,6,15,9,8,2,6,7,5,3,4,3,1,8,3,2,5,4,8,6,26,33,47,34,140
484,1741,0.0984042553191489,2.4073814497271,0,3,1,0,3,5,0,3,2,2,3,3,1,3,4,1,2,3,3,8,1,3,6,2,1,5,1,2,7,1,5,1,3,5,4,2,3,0,3,1,0,7,4,3,3,0,2,1,2,3,1,4,4,2,1,3,2,1,2,2,0,1,1,2,0,6,0,0,1,6,2,2,4,4,8,5,8,8,6,12,11,7,10,9,11,6,8,10,3,6,10,6,5,2,8,1,10,33,50,43,48,174
485,941,0.224719101123595,-0.25333465635754,69,0,0,2,3,0,6,3,2,2,3,0,0,0,0,0,1,2,4,1,2,3,0,1,6,1,0,4,0,4,6,2,1,2,2,1,1,0,2,2,1,0,0,0,2,4,1,1,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,5,11,5,0,3,7,4,7,8,9,5,3,3,2,6,0,2,2,1,1,2,1,1,11,23,32,22,88
486,1184,0.0854054054054054,-0.0619162314593646,39,1,0,8,4,1,2,3,3,4,6,3,2,2,0,2,4,3,1,5,5,6,0,0,2,2,1,2,1,1,2,1,2,0,1,2,0,0,2,2,2,1,2,0,7,2,0,0,2,0,1,1,1,1,2,2,1,1,0,2,1,2,0,1,1,0,1,0,0,1,0,0,0,1,13,8,13,4,9,11,6,5,4,5,3,2,5,9,2,3,3,5,3,3,2,1,1,18,36,39,28,121
487,1500,0.0848,2.06282828491039,123,1,5,1,0,4,3,10,1,7,2,1,2,4,1,0,1,0,3,5,6,5,1,3,5,4,3,3,3,2,1,2,3,2,4,1,1,0,1,0,2,1,1,1,1,1,0,4,2,0,3,3,0,4,2,0,5,0,0,0,0,0,0,1,0,3,3,0,2,2,0,0,2,6,5,14,10,7,1,14,9,12,8,6,7,2,3,3,5,5,7,7,0,0,4,5,2,32,28,49,33,142
488,369,0.0901408450704225,-1.48798349695077,14,2,0,3,2,0,2,1,1,1,0,0,0,2,1,3,0,0,1,4,2,1,1,0,1,0,2,1,0,0,1,2,1,1,2,2,1,0,1,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,3,0,1,0,2,0,0,2,5,4,1,3,3,7,2,3,1,4,5,2,0,2,5,1,0,3,3,0,2,4,2,11,11,24,18,64
489,778,0.162929745889387,-0.932870064746065,77,0,2,2,1,1,0,1,1,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,1,3,0,1,2,1,0,2,4,2,0,3,1,2,1,0,0,4,4,1,2,1,1,0,3,0,1,3,0,4,4,9,10,13,11,43
490,1260,0.141557128412538,1.57471130142004,39,1,0,2,0,1,1,2,2,1,0,0,1,0,0,1,4,0,1,1,4,3,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0,1,1,0,1,0,1,3,5,1,1,5,6,4,1,1,0,3,1,1,7,0,0,0,2,3,0,1,2,2,4,11,22,13,50
491,1399,0.0464912280701754,1.00045602672551,66,2,1,0,1,5,4,2,2,6,2,0,1,2,0,1,0,3,1,1,3,0,2,3,1,3,3,2,2,1,1,2,0,0,1,1,0,2,1,1,1,0,1,0,3,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,1,2,2,1,0,0,1,3,6,8,8,3,4,5,5,7,5,3,2,3,2,4,3,1,0,2,1,0,5,5,1,17,22,27,20,86
492,681,0.0553359683794466,-0.444753081255716,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,3,0,0,1,2,0,1,3,0,1,0,0,3,0,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,3,4,4,2,0,0,1,3,1,0,0,1,0,1,0,1,2,1,0,0,3,5,3,4,1,3,6,0,1,1,1,2,0,5,10,1,4,1,20,8,11,16,55
493,1605,0.12737799834574,1.05788155419496,25,1,0,2,1,1,2,2,4,2,0,4,0,6,2,4,6,6,0,3,0,2,5,5,1,0,1,1,1,0,2,2,5,1,4,2,0,2,1,0,2,3,3,1,4,4,5,2,1,0,1,1,2,1,2,0,0,1,3,0,3,1,1,4,3,0,1,1,2,3,4,1,0,1,4,8,6,8,16,3,12,2,2,9,7,3,5,8,11,2,4,2,4,5,7,4,8,21,38,34,48,141
494,1289,0.0660276890308839,0.69418654688843,100,1,2,0,3,1,5,3,2,2,2,0,0,4,3,1,2,4,1,10,2,1,0,2,4,2,2,0,1,2,2,3,5,1,0,4,4,0,0,0,1,0,1,1,2,4,3,2,1,0,0,1,1,1,1,1,2,2,2,3,6,1,0,0,0,0,1,2,0,5,3,2,2,3,4,10,4,7,7,13,3,8,3,10,5,4,1,4,9,1,3,4,7,7,0,3,10,30,18,44,38,130
495,1533,0.165182987141444,1.23015813660332,55,0,1,3,3,2,0,2,3,5,3,0,3,0,4,2,2,5,7,4,1,1,2,3,1,0,0,3,1,1,10,2,1,2,0,1,7,2,6,0,2,3,1,2,3,0,1,1,3,5,0,1,1,6,0,4,2,1,2,1,1,1,0,0,1,3,2,4,3,5,2,5,3,1,8,5,8,7,9,12,6,1,5,13,3,15,5,6,2,8,8,6,4,2,4,9,12,34,39,51,35,159
496,850,0.127591706539075,-0.550033214949713,45,0,1,1,2,1,0,2,0,1,0,1,2,0,0,1,1,0,1,2,0,0,2,1,1,1,0,0,3,2,2,3,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,2,3,3,2,5,6,3,2,0,0,0,0,1,0,0,1,0,0,0,8,12,11,8,39
497,1190,0.0765661252900232,0.196498642153173,66,3,0,1,3,1,4,3,0,0,2,3,1,0,0,1,3,3,1,3,0,1,4,2,0,0,0,0,0,0,1,3,2,2,4,2,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,2,1,0,2,0,0,0,0,2,0,3,5,7,5,1,7,4,7,0,0,6,8,1,3,1,2,1,1,3,1,3,3,2,2,9,19,23,25,76
498,414,0.0501792114695341,-1.2965650720526,65,1,0,0,2,4,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,1,1,2,1,1,2,1,0,0,1,1,0,0,1,0,0,1,1,2,1,0,0,0,1,6,4,3,0,0,0,1,0,2,4,1,1,0,1,4,1,4,4,1,1,1,4,1,4,13,17,11,45
499,1106,0.148104265402844,0.0433639022346321,71,0,1,3,1,0,1,3,0,0,3,2,1,2,3,1,2,1,0,1,2,3,0,1,0,3,2,2,1,2,4,2,3,2,1,0,0,0,2,2,1,1,0,1,1,4,0,5,1,1,0,0,2,4,4,4,0,0,1,2,2,0,1,1,1,1,0,0,1,2,0,0,1,1,4,4,5,6,4,3,4,5,5,9,3,2,4,2,9,2,6,8,3,3,3,1,2,19,26,27,26,98
500,598,0.0792291220556745,-1.11471756839933,75,2,1,1,1,3,2,8,2,0,1,0,2,2,1,0,1,5,7,0,2,2,0,0,3,1,0,1,6,4,2,2,1,3,1,1,2,0,0,0,1,0,1,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,3,5,12,1,5,6,9,2,4,11,5,5,2,1,1,4,2,1,0,1,0,0,4,2,16,24,31,15,86
501,429,0.145631067961165,-1.2965650720526,0,3,0,0,1,2,0,0,2,1,0,1,0,0,0,3,3,3,6,3,2,2,2,1,2,1,2,0,4,4,5,0,1,1,0,0,4,1,0,1,3,2,0,1,2,1,1,4,1,0,0,1,0,0,1,1,1,2,1,1,0,0,0,1,1,1,0,2,0,0,1,0,0,3,3,2,2,0,9,11,5,5,8,6,1,5,6,3,6,1,1,3,4,0,3,2,1,14,30,27,19,90
502,1232,0.0924170616113744,0.340062460826805,79,0,1,1,4,9,2,8,6,3,2,3,0,2,1,0,9,8,2,2,2,4,0,4,3,2,2,3,3,1,5,5,5,0,2,0,3,2,0,0,1,2,4,0,2,0,1,0,1,0,1,2,1,1,0,2,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,14,16,8,3,17,6,8,7,7,15,2,5,3,6,1,2,4,3,2,1,2,0,1,19,47,46,22,134
503,549,0.160621761658031,-0.923299143501156,43,2,0,2,1,1,2,1,2,1,2,0,0,0,2,0,0,2,3,2,2,3,3,3,1,0,0,3,4,0,0,1,3,1,1,2,0,1,0,1,0,2,4,3,1,0,0,1,1,1,1,0,1,0,2,0,0,0,3,0,0,0,1,1,0,2,1,0,1,2,0,0,0,2,4,5,3,2,2,7,9,1,7,4,4,1,3,8,1,3,1,2,3,1,3,2,2,10,20,28,22,80
504,768,0.031055900621118,-0.952011907235882,15,1,3,4,2,0,1,0,1,0,1,0,2,2,2,2,7,1,2,1,2,1,0,2,1,3,1,3,0,1,1,0,1,1,1,2,1,0,0,1,1,6,3,0,2,1,2,2,0,1,0,1,3,3,2,0,1,2,0,1,0,0,1,1,1,1,2,0,2,0,0,0,0,4,6,2,1,6,10,5,3,5,4,2,4,1,8,5,5,1,7,3,3,1,3,4,0,18,38,21,16,93
505,622,0.0918163672654691,-1.02857927719515,121,1,0,0,0,3,0,0,0,1,1,3,0,0,1,1,3,2,1,2,1,1,2,1,1,0,1,1,3,0,2,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,5,1,6,4,4,2,4,3,1,3,0,1,0,1,4,1,0,0,0,2,0,8,17,11,10,46
506,1123,0.216321243523316,-0.358614790051537,19,3,4,1,1,1,1,2,4,2,2,1,2,2,0,4,5,0,5,2,2,1,5,3,1,3,0,2,1,0,1,3,3,1,0,1,1,2,0,0,0,0,2,0,0,2,1,0,1,3,1,1,0,0,0,2,0,0,2,0,2,1,0,0,1,0,0,1,0,0,1,2,0,7,3,7,5,4,9,9,9,4,3,7,2,3,0,2,3,5,1,2,2,3,1,1,3,26,17,28,24,95
507,1501,0.147619047619048,0.464484437010619,133,2,2,3,3,4,5,3,10,6,4,9,7,3,2,1,2,3,2,7,5,7,1,8,1,0,1,4,0,4,1,0,2,3,2,3,3,1,0,1,3,4,0,4,1,0,2,1,4,2,0,0,0,2,3,2,1,3,4,1,1,2,1,1,2,3,0,2,2,2,2,1,3,4,10,18,19,12,6,14,16,2,8,3,8,4,8,5,3,6,2,6,8,4,6,4,5,32,40,50,59,181
508,1090,0.0826666666666667,0.474055358255528,96,3,2,1,0,3,2,1,0,0,1,3,4,1,2,1,2,1,2,1,1,2,8,1,3,1,1,2,2,3,0,2,5,3,0,1,0,0,0,0,2,3,2,2,4,2,2,0,0,1,0,1,0,0,0,0,3,1,0,3,1,1,1,2,0,2,1,1,1,0,1,1,1,5,4,3,4,7,4,4,11,5,7,7,4,0,5,8,4,1,1,3,4,3,4,3,2,21,25,28,29,103
509,1075,0.0903010033444816,-0.636171506153892,15,1,0,1,6,0,1,3,1,4,3,0,2,2,2,1,2,5,0,6,5,4,3,1,1,0,1,2,2,3,2,3,3,2,4,1,2,0,0,1,2,1,2,1,2,7,1,3,2,0,0,1,0,0,0,0,1,2,3,1,1,0,0,0,2,0,1,0,2,1,1,1,2,1,7,5,7,6,8,11,8,2,7,8,7,2,4,5,11,2,1,1,6,1,2,3,3,14,29,33,42,118
510,1469,0.0857142857142857,0.100789429704085,120,1,0,3,2,3,7,2,6,5,4,2,4,3,3,4,3,8,4,4,4,3,1,0,6,5,2,1,0,5,4,2,2,3,2,0,0,0,1,1,0,0,3,1,0,2,2,2,0,0,1,0,0,0,2,1,0,2,1,2,4,1,1,0,3,4,0,0,1,1,3,0,0,1,8,15,11,10,15,12,4,13,6,8,5,1,1,4,6,1,0,3,5,6,7,1,4,32,37,43,35,147
511,713,0.110507246376812,-1.23913954458315,19,0,0,0,1,3,0,2,0,1,3,0,0,2,0,1,1,0,1,0,3,3,1,2,1,0,1,0,1,1,1,2,1,1,1,2,0,1,2,0,0,1,2,0,0,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,2,0,2,1,0,0,1,0,4,2,4,2,2,4,6,2,2,4,4,3,1,2,0,1,5,2,1,0,3,4,1,8,17,18,16,59
512,1056,0.160692212608158,-0.100199916439,79,1,0,1,1,1,0,0,0,3,3,0,2,2,0,0,3,3,1,0,5,2,1,1,1,0,1,0,2,2,0,2,4,0,2,3,2,3,0,1,1,0,0,1,4,0,2,3,1,1,1,0,2,2,0,0,1,4,1,1,1,0,0,0,0,0,2,1,0,0,1,2,2,1,3,0,6,4,6,6,4,2,4,6,5,5,2,5,5,3,4,1,6,1,0,3,3,16,19,21,29,85
513,629,0.212244897959184,-0.942440985990974,17,0,0,1,1,0,3,0,0,0,0,2,2,1,1,1,2,4,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,2,3,2,4,7,2,2,0,1,1,0,0,2,0,3,0,0,0,1,1,2,2,1,5,14,8,9,36
514,372,0.151515151515152,-1.26785230831787,46,0,1,1,0,0,3,2,1,0,3,1,4,0,1,1,4,2,1,1,2,5,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,1,1,0,1,2,0,2,1,0,0,1,0,0,2,1,2,0,0,0,0,1,2,2,0,2,0,1,0,0,0,1,1,1,6,4,5,7,4,6,0,1,4,1,0,2,2,3,3,1,3,2,1,4,3,0,10,16,22,16,64
515,1322,0.143266475644699,0.474055358255528,87,1,2,2,0,2,1,1,4,2,3,3,0,1,1,0,0,5,2,1,0,0,6,0,1,1,1,1,1,0,0,4,1,0,4,1,1,3,1,1,0,4,3,0,2,3,1,2,1,2,1,3,2,0,3,3,0,3,1,3,1,1,0,3,1,1,2,0,1,2,0,2,1,3,4,6,8,2,5,3,6,3,2,5,5,5,5,5,6,4,5,6,7,2,5,3,4,19,26,28,36,109
516,1407,0.119796954314721,0.646331940663886,37,1,0,3,7,2,2,0,3,0,1,0,1,0,2,0,2,0,1,0,1,2,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,2,1,1,0,0,1,3,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,12,5,1,3,2,2,2,1,2,3,1,1,2,2,4,0,3,3,1,0,2,1,1,6,23,16,10,55
517,1191,0.11443433029909,0.119931272193902,76,0,0,1,1,1,0,1,2,0,1,2,0,2,0,0,0,3,0,3,1,0,2,0,0,2,1,0,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,3,2,3,4,2,3,0,4,0,2,1,0,2,0,1,3,0,0,0,0,2,7,8,14,9,38
518,849,0.125173852573018,-0.234192813867723,109,1,1,0,1,1,0,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,3,1,2,1,0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,4,2,1,0,1,4,3,2,3,2,0,1,0,1,1,0,5,4,1,1,0,0,8,6,13,13,40
519,1048,0.170765027322404,0.253924169622626,35,0,1,1,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0,2,0,1,0,0,0,0,0,0,1,1,2,2,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,2,2,2,1,4,1,1,1,1,1,4,2,1,0,1,5,3,0,0,2,1,5,10,11,12,38
520,619,0.100200400801603,-1.0764338834197,27,1,1,1,1,1,1,2,2,0,3,5,0,1,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,1,0,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,2,0,0,1,2,3,5,8,3,3,1,0,1,0,1,3,0,2,1,5,1,2,0,0,2,1,3,2,9,11,11,18,49
521,741,0.144951140065147,0.0912185084591761,68,1,2,1,1,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,1,2,0,1,1,1,0,0,1,2,0,3,4,2,2,4,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,2,1,3,3,0,2,3,2,3,7,8,1,0,1,2,1,1,2,1,2,0,0,1,12,6,13,18,49
522,803,0.106766917293233,-0.109770837683909,8,3,0,1,0,1,0,1,1,0,2,2,1,2,0,0,2,2,4,0,2,2,3,2,2,1,2,2,1,5,3,1,1,1,2,2,0,3,1,0,0,1,1,2,5,0,0,0,1,0,0,1,4,0,0,0,2,0,0,0,1,2,1,0,1,3,3,0,2,1,2,0,1,3,2,2,4,3,4,6,7,5,8,5,5,4,1,8,0,1,5,2,0,4,4,5,3,20,24,28,19,91
523,119,0.521739130434783,-2.03352600791058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,3,0,0,2,0,3,1,3,5,6,15
524,909,0.161812297734628,-0.186338207643179,66,2,0,0,3,2,1,0,1,0,0,3,1,1,1,0,3,1,0,0,2,3,0,2,1,0,1,1,2,3,1,2,2,0,0,1,2,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,5,2,3,3,4,2,5,2,6,5,1,3,2,1,0,1,1,1,1,0,0,1,2,11,18,12,12,53
525,697,0.154115586690018,-0.875444537276612,105,1,0,0,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,6,0,0,1,1,2,1,1,1,0,1,0,2,1,0,0,0,0,1,2,2,0,4,5,12,3,24
526,577,0.0511363636363636,-1.27742322956278,71,0,0,2,0,0,1,1,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,4,0,1,2,1,1,3,0,1,0,0,4,7,0,0,1,2,0,2,0,0,1,8,10,15,34
527,966,0.226356589147287,-0.138483601418635,42,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,2,1,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,1,1,3,4,3,0,0,1,0,0,0,2,0,0,1,0,0,4,5,10,5,24
528,1216,0.127523910733262,1.0961652391746,10,0,1,2,0,1,1,0,3,1,1,1,0,0,0,0,0,0,1,0,2,3,2,1,5,0,1,0,0,0,0,1,1,2,0,1,0,2,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,4,3,0,0,3,6,6,0,2,3,2,0,2,3,1,4,0,0,1,0,0,2,11,7,11,17,46
529,1092,0.144516129032258,0.119931272193902,17,0,0,5,0,2,4,1,4,1,2,2,0,1,3,2,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,2,2,3,0,3,0,0,0,2,0,2,0,1,1,2,2,0,0,0,0,0,1,2,1,2,1,0,1,0,0,1,0,3,0,0,1,0,0,1,0,0,7,9,5,4,4,1,2,1,2,1,7,3,2,2,4,2,0,4,3,1,4,1,1,11,19,18,22,70
530,1076,0.32,0.263495090867534,21,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,1,1,1,3,1,0,0,2,1,2,0,0,0,0,0,1,1,0,0,2,0,6,3,8,4,21
531,446,0.0226628895184136,-0.674455191133527,47,0,0,0,1,0,2,0,2,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,3,0,2,1,0,1,1,0,2,0,0,0,2,1,1,1,0,0,1,0,0,2,6,6,7,21
532,465,0.118971061093248,-0.942440985990974,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,4,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,3,0,0,0,3,1,1,0,4,2,4,3,0,0,0,0,0,3,1,5,10,6,6,27
533,1218,0.098122866894198,-0.626600584908983,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,0,2,0,1,0,1,1,0,0,1,0,0,1,0,0,2,2,1,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,4,1,0,3,2,1,1,2,3,2,1,2,1,5,4,9,11,29
534,628,0.0839416058394161,-1.39227428450169,7,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,1,7,6,0,0,3,0,0,0,1,0,1,2,12,10,25
535,1622,0.0854583046175052,0.253924169622626,62,0,0,0,0,1,2,1,0,2,0,1,0,0,1,1,0,3,0,1,1,2,0,0,0,1,0,1,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,3,1,0,1,3,3,1,4,2,2,1,3,1,2,1,1,0,0,1,0,1,1,0,2,3,3,4,11,10,11,36
536,632,0.0343137254901961,-1.0764338834197,12,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,3,1,1,2,0,1,1,0,0,1,0,2,0,0,0,5,6,4,4,19
537,1053,0.0949656750572082,-0.530891372459895,12,0,0,2,2,3,4,1,1,2,1,2,0,1,0,4,2,0,2,1,3,2,1,1,2,1,0,0,2,0,2,1,0,1,1,0,3,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,6,5,1,6,6,4,3,2,3,2,4,0,2,3,1,0,1,0,0,1,1,1,9,16,19,15,59
