"ID","pop","unemp","wealth","ym","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Winter 2010","Spring 2010","Summer 2010","Fall 2010","Winter 2011","Spring 2011","Summer 2011","Fall 2011","Winter 2012","Spring 2012","Summer 2012","Fall 2012","Winter 2013","Spring 2013","Summer 2013","Fall 2013","Winter 2014","Spring 2014","Summer 2014","Fall 2014","Winter 2015","Spring 2015","Summer 2015","Fall 2015","Total Winter","Total Spring","Total Summer","Total Fall","Total Crime"
1,1141,0.21259842519685,-0.042774388969547,36,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,3,1,0,0,0,3,0,0,1,1,0,0,2,0,1,0,8,8,17
2,850,0.0787589498806683,-1.32527783578733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4
3,719,0.100227790432802,-0.502178608725169,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,2,2,0,2,1,1,0,0,0,0,0,1,3,3,0,3,7,7,17
4,458,0.112068965517241,-0.865873616031703,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,4,1,1,0,0,0,0,3,1,0,0,0,5,3,4,5,17
5,991,0.0982248520710059,-0.329902026316811,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
6,2239,0.091044037605146,1.04831063295006,21,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,1,1,0,2,0,0,2,2,1,0,1,1,1,0,5,6,5,1,17
7,2134,0.269726247987118,3.71859766027961,45,0,0,2,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,1,2,2,0,1,1,1,0,0,0,1,1,1,3,1,1,0,0,0,1,3,9,7,5,24
8,12,0,-2.25365719654348,0,0,1,0,0,0,0,1,1,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,1,1,0,1,1,1,1,0,3,1,1,0,2,1,1,0,0,0,5,2,9,8,24
9,1369,0.154440154440154,0.320920618336987,42,2,1,1,2,1,0,2,1,0,1,6,1,4,2,0,3,0,3,2,2,3,2,0,0,1,0,0,0,3,0,2,0,2,0,2,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,4,3,7,7,3,7,5,1,3,2,4,5,1,1,1,0,0,2,0,0,2,0,2,16,13,15,19,63
10,135,0.373983739837398,-1.79425297678786,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,3,0,0,6,0,1,1,4,0,1,0,1,0,0,1,1,2,1,1,0,5,5,5,12,27
11,1011,0.25207756232687,0.61761917692916,7,1,2,2,2,1,1,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,2,1,1,0,0,2,2,0,0,0,0,0,1,0,3,3,5,3,1,4,0,0,0,1,3,1,2,2,0,0,2,1,0,3,4,1,4,0,1,12,12,7,10,41
12,2274,0.153718091009989,2.0819701274002,119,0,2,0,3,2,1,0,1,2,1,3,3,0,2,0,3,1,2,1,2,4,2,0,0,1,3,2,1,0,1,2,1,1,2,1,1,0,0,3,1,0,1,0,0,3,2,2,1,0,0,0,2,2,0,1,3,2,1,0,3,0,0,1,1,0,1,0,0,3,1,0,2,2,5,2,6,5,4,5,6,4,3,4,4,1,4,1,7,1,4,4,3,3,2,1,4,16,22,17,30,85
13,394,0.145669291338583,-1.45927073321605,49,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3,8
14,1204,0.0132978723404255,-0.684026112378436,0,1,1,1,1,4,2,0,0,2,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,1,2,6,2,3,1,2,2,1,0,0,1,1,1,2,2,3,2,0,2,1,0,1,4,0,6,11,13,9,39
15,412,0.0947368421052632,-1.2965650720526,10,1,2,0,0,2,1,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,3,2,0,2,1,1,1,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,2,3,0,3,0,1,0,3,3,2,3,2,1,5,4,4,1,1,1,1,1,2,1,16,8,14,9,47
16,1428,0.124775583482944,-0.923299143501156,76,1,2,5,0,0,0,0,3,0,3,0,0,1,4,1,1,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,2,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,3,5,3,3,5,3,3,0,1,1,3,2,2,0,2,4,0,2,2,1,1,2,1,0,12,13,14,10,49
17,826,0.172859450726979,-0.597887821174257,39,0,0,0,1,0,2,0,1,0,2,3,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,1,3,5,0,2,2,4,0,1,2,1,0,2,0,1,0,2,1,0,0,0,3,1,0,8,11,12,31
18,1380,0.19815668202765,1.23015813660332,36,1,4,1,1,2,3,1,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,1,2,0,0,2,0,3,1,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,1,0,1,1,0,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,5,4,4,0,2,2,2,2,2,5,2,1,0,2,2,2,2,3,4,1,1,1,1,4,12,17,15,10,54
19,1607,0.280539174389216,1.07702339668478,48,1,1,1,1,2,2,3,1,3,4,3,2,0,2,0,2,4,0,6,1,4,0,3,0,1,0,0,0,1,0,0,3,1,2,1,0,2,3,1,0,3,3,3,2,5,2,1,1,1,1,1,1,2,1,0,5,1,3,2,0,0,0,0,2,0,0,1,0,1,0,0,1,2,4,6,10,4,6,7,7,1,1,3,4,5,4,8,8,3,4,6,6,0,2,1,1,15,21,31,36,103
20,408,0.299093655589124,-1.48798349695077,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,2,0,0,0,0,2,1,1,2,2,0,2,0,0,0,1,0,0,4,5,8,4,21
21,784,0.125226860254083,-0.368185711296446,12,0,3,1,2,1,0,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,2,1,0,2,1,0,0,1,0,1,2,1,2,1,1,3,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,3,0,1,1,2,1,2,1,1,0,0,2,0,2,4,0,0,0,2,3,4,1,1,2,2,2,3,3,1,2,5,5,1,3,2,1,2,4,4,4,2,6,0,18,12,18,15,63
22,325,0.191637630662021,-1.98567140168603,0,0,1,2,1,0,1,1,1,3,1,1,2,7,2,1,0,1,1,0,1,1,0,1,4,1,0,0,0,0,2,0,2,2,0,0,1,0,2,2,0,4,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,3,3,5,11,2,2,2,5,0,4,2,3,6,1,0,3,0,2,3,1,0,1,3,24,11,13,15,63
23,770,0.026694045174538,-1.13385941088915,26,1,0,1,1,0,0,1,0,0,0,1,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,1,1,2,3,0,1,1,0,2,2,4,1,0,2,0,1,1,0,0,0,3,0,8,7,7,6,28
24,750,0.130350194552529,-0.693597033623345,68,0,0,1,1,1,0,0,0,0,1,0,0,2,0,2,1,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,2,3,2,1,0,3,1,0,3,0,0,3,0,3,1,1,0,1,1,0,5,13,5,6,29
25,1377,0.0699507389162562,1.59385314390986,73,1,1,0,4,1,1,0,0,2,1,1,1,3,4,0,1,3,5,1,2,0,0,2,0,0,1,0,0,3,2,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,5,1,4,8,4,8,2,1,3,2,2,1,1,1,0,1,3,0,0,1,1,0,2,14,17,12,10,53
26,962,0.101468624833111,-0.0332034677246382,63,0,0,2,1,7,4,4,3,0,1,1,1,3,1,1,1,0,2,3,7,2,4,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,1,0,10,11,2,5,2,12,7,1,1,2,2,0,1,3,2,0,2,4,0,0,6,2,1,6,22,34,14,76
27,838,0.0720461095100865,-0.128912680173726,35,1,1,1,1,1,0,0,0,0,1,1,0,2,0,1,1,0,3,2,1,2,2,2,0,1,1,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,3,1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,2,2,2,6,6,2,2,3,0,1,1,1,2,1,1,4,3,1,0,2,0,9,9,16,13,47
28,650,0.120805369127517,-0.923299143501156,65,1,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,2,1,1,0,0,0,3,1,1,0,1,0,0,0,0,3,6,2,6,17
29,2084,0.074293228139382,0.837750365562062,60,3,2,8,4,3,1,7,4,1,0,2,1,1,0,3,3,1,2,3,3,3,1,3,0,2,2,2,5,3,4,5,3,2,2,0,1,3,0,1,0,1,2,1,0,1,2,5,1,0,0,1,0,1,3,2,1,0,3,1,0,0,0,0,1,1,0,6,0,1,0,0,0,5,15,12,3,2,7,8,7,4,10,12,4,4,2,3,8,1,2,6,4,0,2,6,1,16,38,47,27,128
30,1375,0.0547112462006079,0.608048255684251,45,0,1,0,1,4,0,0,3,0,1,0,1,1,2,0,3,0,0,4,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,5,3,1,4,3,4,2,2,1,1,2,0,1,0,0,1,2,3,0,2,0,1,1,10,12,12,6,40
31,1595,0.0804780876494024,0.387917067051349,63,2,0,2,3,4,2,1,3,5,0,1,0,1,2,2,0,2,0,4,3,1,2,5,1,1,0,2,0,2,1,1,5,1,1,0,1,2,0,1,0,0,0,1,0,1,2,1,1,0,0,0,0,1,3,3,1,2,0,1,0,0,0,1,2,1,1,1,0,1,1,3,0,2,9,6,6,3,4,7,8,2,4,7,2,3,1,1,4,1,1,7,3,0,4,2,5,11,23,30,28,92
32,1415,0.0858747993579454,0.608048255684251,33,4,2,0,1,2,1,2,1,0,1,0,1,0,1,0,0,0,2,0,0,1,2,1,2,1,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,6,3,4,1,2,0,2,4,3,2,2,2,0,1,3,2,1,1,1,2,1,2,1,1,13,9,13,12,47
33,889,0.111898016997167,0.129502193438811,40,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,1,1,0,3,1,0,0,1,3,0,0,0,1,0,0,0,1,2,2,6,8,18
34,1725,0.104181951577403,1.06745247543987,97,3,2,1,0,4,4,2,1,1,4,3,4,2,4,0,4,6,6,2,7,1,4,7,3,1,2,1,4,3,8,3,3,2,2,6,0,1,1,1,0,0,1,1,3,1,1,2,4,0,0,0,3,4,1,2,3,3,3,0,1,2,0,0,2,0,4,1,1,4,6,4,1,5,5,7,8,10,10,15,12,6,8,14,10,2,1,5,4,4,7,6,6,3,2,6,14,30,33,53,54,170
35,966,0.224546722454672,0.30177877584717,0,0,1,1,2,3,4,3,3,4,4,1,2,10,6,2,7,2,2,1,2,4,1,1,6,3,1,0,3,3,5,4,5,2,2,2,7,7,1,0,1,0,1,1,4,5,2,5,0,0,2,2,0,0,2,2,0,0,2,6,4,1,0,1,4,3,2,0,3,1,2,1,2,1,6,10,9,18,11,5,6,10,6,14,6,15,1,6,12,2,2,4,8,5,8,5,4,51,34,44,45,174
36,444,0.131034482758621,-1.30613599329751,24,0,0,2,0,3,1,0,1,4,1,1,4,1,7,3,3,3,2,0,3,1,1,1,2,0,0,1,1,1,1,0,0,1,1,2,3,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,2,6,12,9,5,3,2,3,1,4,4,1,0,4,0,4,2,1,0,2,2,0,18,24,12,18,72
37,953,0.0253353204172876,0.0337929809897233,116,1,3,0,1,2,1,0,2,2,1,2,1,3,4,1,4,2,1,0,1,2,4,4,3,4,6,2,2,2,4,2,1,2,3,0,1,0,0,0,1,1,4,1,1,5,1,3,5,6,3,6,2,3,4,5,1,1,1,7,2,1,0,2,4,3,3,2,5,3,6,2,0,4,3,3,5,8,7,2,10,13,6,7,5,1,2,6,9,14,11,10,9,3,9,10,11,43,38,38,49,168
38,970,0.137931034482759,-0.138483601418635,41,2,0,1,1,1,5,1,1,6,1,5,4,1,3,6,4,1,3,5,4,2,1,3,5,3,2,0,1,4,7,2,3,1,0,2,8,4,0,1,0,2,2,0,6,6,4,3,2,0,2,3,1,7,6,6,2,5,7,4,2,4,1,0,1,1,2,0,3,1,9,1,1,2,3,7,12,8,11,12,6,10,5,12,3,12,3,8,13,4,11,14,16,7,2,5,11,43,35,58,61,197
39,738,0.133640552995392,-0.444753081255716,81,0,1,0,2,1,1,2,3,2,4,3,1,1,2,1,4,3,3,4,7,8,0,2,2,0,0,1,1,3,3,0,0,4,4,0,0,1,0,2,0,0,3,2,4,5,1,2,4,1,0,0,1,1,1,1,1,0,0,1,1,0,1,2,1,2,0,3,2,1,3,1,5,1,3,6,9,4,8,14,10,2,5,3,8,1,2,9,8,5,2,3,1,2,5,5,5,15,25,40,41,121
40,1599,0.191823899371069,1.2110162941135,90,3,1,2,2,1,3,1,3,4,2,2,2,2,0,1,1,3,6,0,5,5,4,1,1,1,2,6,1,3,2,1,1,1,3,4,2,4,0,0,3,1,3,3,4,4,1,7,3,0,0,0,1,0,2,2,1,1,2,0,0,0,0,0,1,0,1,4,2,0,7,1,5,4,5,7,8,4,5,11,10,4,10,4,8,6,4,10,12,3,1,5,3,0,1,7,8,21,26,44,49,140
41,1203,0.12221041445271,-0.109770837683909,75,3,1,0,0,1,1,3,2,2,5,2,0,0,0,2,2,2,2,1,3,7,4,4,0,2,1,1,2,1,1,1,1,0,0,2,0,1,0,0,0,1,4,3,5,7,0,1,0,0,1,0,0,1,1,0,2,1,0,2,0,0,5,0,0,3,0,0,1,0,0,1,1,4,1,6,9,0,6,6,15,3,4,3,2,1,1,12,8,1,1,3,3,5,3,1,1,14,16,31,38,99
42,1133,0.0293427230046948,-0.0714871527042734,10,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,1,2,0,0,2,1,1,1,1,0,1,1,0,1,2,0,1,0,0,1,0,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,2,1,1,1,0,1,4,3,3,3,2,3,1,1,2,5,1,0,0,0,0,1,0,2,4,7,9,14,9,39
43,1768,0.107604017216643,0.818608523072244,129,1,0,0,0,0,1,0,1,0,0,3,0,0,0,1,4,3,1,1,2,2,1,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0,0,0,1,1,3,2,5,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,4,0,0,1,1,3,1,1,2,0,0,0,0,1,0,2,3,0,8,4,3,1,1,2,3,1,2,10,3,1,1,3,1,4,5,4,0,8,17,25,13,63
44,1591,0.111195734958111,1.08659431792969,69,2,1,0,0,1,1,1,1,0,0,3,3,0,0,4,1,0,3,0,1,0,2,0,0,0,0,3,2,1,1,2,2,0,0,0,1,1,0,0,0,1,2,1,1,1,2,0,0,0,0,1,0,2,0,1,2,1,1,1,3,3,1,0,0,2,2,0,0,2,0,0,0,3,1,3,3,3,5,4,2,0,6,5,0,2,1,4,3,0,3,3,3,7,2,2,2,15,18,21,13,67
45,1262,0.183673469387755,0.100789429704085,41,1,0,1,1,3,2,2,4,2,1,2,0,0,0,0,1,1,0,5,0,1,1,1,3,1,0,0,3,0,1,1,1,1,0,1,0,0,1,2,2,1,0,1,1,0,0,1,1,1,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,1,1,5,8,5,0,2,5,3,4,3,3,2,1,5,2,1,2,0,4,2,1,0,2,2,9,15,24,15,63
46,1083,0.175792507204611,0.129502193438811,146,0,0,2,5,1,2,5,3,2,4,4,2,0,0,0,0,3,0,1,1,2,0,0,2,4,2,2,1,2,3,3,1,1,0,1,0,1,2,0,1,2,0,0,1,3,4,1,3,1,4,1,0,0,0,1,1,3,0,1,0,0,0,0,0,2,2,0,2,1,1,2,0,0,8,10,10,2,3,2,2,8,5,7,2,3,3,1,8,8,1,2,4,0,2,4,4,21,22,26,30,99
47,829,0.281938325991189,-0.578745978684439,17,2,2,5,1,4,3,10,2,4,4,1,6,0,0,3,7,3,0,1,0,2,1,2,3,1,2,0,1,3,3,1,3,0,6,0,2,4,0,1,1,2,1,1,3,1,3,3,1,0,3,0,1,1,1,0,2,1,2,0,1,1,2,0,4,0,2,1,2,2,2,3,2,4,10,15,9,6,13,1,5,6,4,7,6,6,4,5,7,4,2,3,3,4,4,5,7,30,37,36,37,140
48,1334,0.108221476510067,0.311349697092078,80,0,0,2,2,0,3,6,5,4,3,2,5,2,0,4,1,2,3,2,3,1,1,0,1,0,1,0,2,0,2,1,1,3,0,0,0,0,0,0,2,0,2,4,1,1,0,1,1,1,0,1,0,0,1,0,4,1,0,2,2,0,0,1,1,1,0,2,3,0,2,0,2,0,4,14,9,7,7,8,2,2,2,4,3,0,2,7,2,2,1,5,3,2,3,5,2,13,19,43,21,96
49,380,0.0326086956521739,-1.90910403172676,0,2,0,7,3,4,1,0,2,3,0,1,0,2,2,3,1,1,1,2,3,3,1,0,2,2,0,0,2,0,5,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,2,2,0,2,3,1,1,0,0,0,1,3,2,0,0,1,0,1,1,2,14,3,4,4,5,6,4,4,2,6,0,3,0,2,3,2,0,4,6,1,4,2,2,16,25,23,19,83
50,518,0.0958904109589041,-0.712738876113163,0,0,1,3,0,3,1,2,3,0,1,2,2,0,0,0,1,6,3,1,3,0,0,1,0,3,1,1,0,0,0,2,1,0,2,2,0,0,0,1,3,0,1,1,6,0,1,1,0,0,0,2,0,3,1,0,1,2,2,1,0,0,0,0,0,0,0,2,0,3,1,0,1,1,6,6,3,2,7,7,1,4,1,3,4,0,4,8,2,0,5,2,5,0,0,2,4,7,23,28,19,77
51,744,0.157522123893805,-0.798877167317342,121,0,1,0,3,2,1,2,3,2,0,2,1,1,0,2,3,2,0,6,2,2,2,3,2,0,2,0,0,1,2,0,2,2,4,1,1,1,0,1,0,2,1,7,3,2,3,3,1,3,1,2,2,2,1,1,2,0,0,0,1,0,1,0,2,2,4,2,3,1,0,1,1,1,5,6,4,2,7,8,7,4,1,4,7,2,3,11,8,5,6,4,0,2,4,9,2,16,26,42,28,112
52,648,0.229965156794425,-1.23913954458315,31,1,3,2,1,4,5,5,6,1,3,0,2,3,0,0,0,1,1,0,1,2,2,2,1,3,1,2,5,0,1,0,3,0,1,0,0,0,0,2,0,2,1,1,3,2,1,0,1,2,0,0,1,0,0,3,1,2,1,1,1,0,0,1,0,1,2,0,0,1,0,1,0,4,7,16,4,5,1,2,6,5,7,4,1,0,4,5,3,3,1,4,4,1,2,2,2,18,22,33,20,93
53,784,0.17056856187291,-0.349043868806628,9,2,0,2,2,5,7,3,3,4,5,2,3,4,2,3,1,5,0,0,6,5,3,6,7,2,0,1,2,2,3,6,4,1,4,1,4,1,0,1,3,2,0,2,2,4,0,3,4,2,0,4,0,2,1,2,2,3,0,2,2,1,0,3,1,1,2,3,6,3,1,2,2,2,9,13,11,9,9,6,14,9,5,13,6,5,6,4,7,6,6,5,5,3,5,11,6,34,40,52,49,175
54,1153,0.115115115115115,0.100789429704085,107,2,1,2,4,4,5,1,1,2,1,3,1,1,0,1,0,1,1,5,5,2,0,1,3,1,0,2,1,3,3,1,2,5,3,1,3,2,1,0,2,1,2,1,2,0,5,1,1,1,2,0,0,0,1,0,2,0,0,3,5,0,1,4,1,2,1,2,3,4,4,0,1,3,10,7,6,2,2,11,3,4,6,6,9,6,3,5,6,4,0,3,3,6,7,6,8,25,28,38,35,126
55,1312,0.252771618625277,0.627190098174068,116,1,1,4,8,0,1,3,2,0,2,3,0,2,2,0,2,1,6,3,5,7,4,2,8,3,4,2,1,1,3,0,5,2,2,2,3,5,2,0,2,0,0,0,4,0,9,1,2,3,1,1,1,2,4,2,3,2,0,5,6,0,3,2,2,1,6,6,2,4,8,4,4,2,12,6,5,4,3,14,13,15,4,8,6,10,2,4,10,6,4,9,7,9,5,14,16,46,30,55,57,188
56,1044,0.299651567944251,-0.368185711296446,54,1,1,2,5,1,1,2,4,2,1,3,3,2,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,1,0,2,2,0,2,2,2,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,2,3,1,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,1,2,1,2,8,7,6,5,1,4,0,1,2,4,4,2,1,3,2,1,5,3,2,1,0,2,3,12,17,23,17,69
57,483,0.155361050328228,-1.54540902442023,11,1,0,2,1,1,4,0,0,3,1,0,1,0,3,0,0,1,1,1,1,0,2,1,0,0,0,1,1,0,0,1,0,0,5,3,4,0,0,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,4,4,4,4,1,3,3,0,2,1,8,4,4,3,1,0,0,1,0,0,0,2,1,9,11,14,17,51
58,869,0.124183006535948,-0.25333465635754,0,0,3,4,2,1,1,6,1,1,7,0,1,2,1,2,2,2,3,0,2,1,2,1,3,2,2,1,3,2,0,1,3,3,4,4,2,2,0,1,0,1,2,0,1,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,1,1,1,0,3,7,8,8,4,6,5,4,7,6,4,11,4,2,3,1,2,3,0,0,4,1,1,3,24,25,21,27,97
59,1128,0.240786240786241,0.387917067051349,0,2,0,1,1,1,1,0,1,5,3,2,2,0,1,2,2,2,0,0,2,1,1,7,3,4,0,4,1,1,2,2,1,2,2,10,5,2,0,0,1,1,1,3,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,2,1,2,0,0,0,0,2,1,2,2,3,2,10,3,6,2,9,7,6,5,14,7,2,8,0,2,0,2,1,1,5,0,3,22,22,19,37,100
